Topic,Count,Name,Representation,Representative_Docs,sent_score
387,33,387_superio_bonita_querer_cores,"['superio', 'bonita', 'querer', 'cores', 'preço', 'passando', 'logo', 'ver', 'pepperno', 'reparei']","['RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superio…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superio…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superio…']",0.43401679848179675
388,33,388_vencedor_eleição_nessa_bolsonarismo,"['vencedor', 'eleição', 'nessa', 'bolsonarismo', 'grande', 'jornal', 'manhã', 'foi', 'no', 'da']","['RT : “O bolsonarismo foi o grande vencedor nessa eleição.” - Amanda Klein, no Jornal da Manhã da Jovem Pan.', 'RT : “O bolsonarismo foi o grande vencedor nessa eleição.” - Amanda Klein, no Jornal da Manhã da Jovem Pan.', 'RT : “O bolsonarismo foi o grande vencedor nessa eleição.” - Amanda Klein, no Jornal da Manhã da Jovem Pan.']",0.6942936904502638
389,32,389_prisão_foz_desacatar_quase,"['prisão', 'foz', 'desacatar', 'quase', 'promotor', 'recebeu', 'débito', 'crédito', 'após', 'juiz']","['Amanda Klein Quase Recebeu Foz de Prisão AO VIVO após Desacatar Promotor! via', 'Amanda Klein Quase Recebeu Foz de Prisão AO VIVO após Desacatar Promotor! via', 'Amanda Klein Quase Recebeu Foz de Prisão AO VIVO após Desacatar Promotor! via']",0.6838083676993847
390,32,390_vencedor_eleição_nessa_bolsonarismo,"['vencedor', 'eleição', 'nessa', 'bolsonarismo', 'grande', 'jornal', 'manhã', 'foi', 'no', 'da']","['RT : “O bolsonarismo foi o grande vencedor nessa eleição.” - Amanda Klein, no Jornal da Manhã da Jovem Pan.', 'RT : “O bolsonarismo foi o grande vencedor nessa eleição.” - Amanda Klein, no Jornal da Manhã da Jovem Pan.', 'RT : “O bolsonarismo foi o grande vencedor nessa eleição.” - Amanda Klein, no Jornal da Manhã da Jovem Pan.']",0.6951623558998108
391,32,391_fez_atenção_oposição_público,"['fez', 'atenção', 'oposição', 'público', 'debate', 'pergunta', 'presidente', 'no', 'não', 'para']","['RT : Atenção: Amanda Klein fez a pergunta que a oposição não fez no debate e para o público da Jovem Pan. O presidente não g…', 'RT : Atenção: Amanda Klein fez a pergunta que a oposição não fez no debate e para o público da Jovem Pan. O presidente não g…', 'RT : Atenção: Amanda Klein fez a pergunta que a oposição não fez no debate e para o público da Jovem Pan. O presidente não g…']",0.7489371299743652
392,32,392_detonada_bolsonarotemrazao_gostou_parece,"['detonada', 'bolsonarotemrazao', 'gostou', 'parece', 'por', 'ser', 'ao', 'na', 'vivo', 'pan']","['RT : Parece que Amanda Klein não gostou de ser detonada ao vivo por Bolsonaro na Jovem Pan. #BolsonaroTemRazao', 'RT : Parece que Amanda Klein não gostou de ser detonada ao vivo por Bolsonaro na Jovem Pan. #BolsonaroTemRazao', 'RT : Parece que Amanda Klein não gostou de ser detonada ao vivo por Bolsonaro na Jovem Pan. #BolsonaroTemRazao']",0.5853742361068726
393,32,393_fosse_faria_mesma_minifi,"['fosse', 'faria', 'mesma', 'minifi', 'delírio', 'seguinte', 'último', 'ataque', 'obra', 'episódio']","['RT : No último episódio do Medo e Delírio, falando sobre o ataque do Bolsonaro à Amanda Klein, eu disse o seguinte: (minifi…', 'RT : No último episódio do Medo e Delírio, falando sobre o ataque do Bolsonaro à Amanda Klein, eu disse o seguinte: (minifi…', 'RT : No último episódio do Medo e Delírio, falando sobre o ataque do Bolsonaro à Amanda Klein, eu disse o seguinte: (minifi…']",0.7282738368958235
394,32,394_sobressair_competência_profissionalismo_vários,"['sobressair', 'competência', 'profissionalismo', 'vários', 'pel', 'meio', 'consegue', 'pela', 'jornalistas', 'mas']","['RT : No meio de vários jornalistas, a Amanda Klein consegue se sobressair, não pela competência e profissionalismo, mas pel…', 'RT : No meio de vários jornalistas, a Amanda Klein consegue se sobressair, não pela competência e profissionalismo, mas pel…', 'RT : No meio de vários jornalistas, a Amanda Klein consegue se sobressair, não pela competência e profissionalismo, mas pel…']",0.6200296301394701
395,32,395_arranjar_veementemente_negou_erros,"['arranjar', 'veementemente', 'negou', 'erros', 'desculpa', 'dormir', 'tentando', 'pesquisas', 'todos', 'das']","['RT : Amanda Klein não vai dormir hoje tentando arranjar uma desculpa para os “erros” das pesquisas que ela negou veementemente todos…', 'RT : Amanda Klein não vai dormir hoje tentando arranjar uma desculpa para os “erros” das pesquisas que ela negou veementemente todos…', 'RT : Amanda Klein não vai dormir hoje tentando arranjar uma desculpa para os “erros” das pesquisas que ela negou veementemente todos…']",0.7829497456550598
396,32,396_tarcíso_palmeiras_técnicos_paulo,"['tarcíso', 'palmeiras', 'técnicos', 'paulo', 'show', 'senhor', 'tarcísio', 'sabatina', 'são', 'mas']","['RT : TARCÍSO DA SHOW NA SABATINA DA JOVEM PAN AMANDA KLEIN: Mas o senhor não é de São Paulo... TARCÍSIO:Os técnicos do Palmeiras e…', 'RT : TARCÍSO DA SHOW NA SABATINA DA JOVEM PAN AMANDA KLEIN: Mas o senhor não é de São Paulo... TARCÍSIO:Os técnicos do Palmeiras e…', 'RT : TARCÍSO DA SHOW NA SABATINA DA JOVEM PAN AMANDA KLEIN: Mas o senhor não é de São Paulo... TARCÍSIO:Os técnicos do Palmeiras e…']",0.8450514078140259
397,32,397_vencedor_eleição_nessa_bolsonarismo,"['vencedor', 'eleição', 'nessa', 'bolsonarismo', 'grande', 'jornal', 'manhã', 'foi', 'no', 'da']","['RT : “O bolsonarismo foi o grande vencedor nessa eleição.” - Amanda Klein, no Jornal da Manhã da Jovem Pan.', 'RT : “O bolsonarismo foi o grande vencedor nessa eleição.” - Amanda Klein, no Jornal da Manhã da Jovem Pan.', 'RT : “O bolsonarismo foi o grande vencedor nessa eleição.” - Amanda Klein, no Jornal da Manhã da Jovem Pan.']",0.6951623558998108
398,32,398_colocando_devido_lugar_nunes,"['colocando', 'devido', 'lugar', 'nunes', 'augusto', 'seu', 'no', 'rt', 'klein', 'amanda']","['RT : Augusto Nunes colocando a Amanda Klein no seu devido lugar.', 'RT : Augusto Nunes colocando a Amanda Klein no seu devido lugar.', 'RT : Augusto Nunes colocando a Amanda Klein no seu devido lugar.']",0.5699176788330078
399,32,399_defendo_partido_irão_continuar,"['defendo', 'partido', 'irão', 'continuar', 'ação', 'este', 'schelp', 'pt', 'contra', 'essa']","['RT : Com essa ação do PT contra a Jovem Pan; Guga, Piperno, Schelp e Amanda Klein, irão continuar defendo este partido para f…', 'RT : Com essa ação do PT contra a Jovem Pan; Guga, Piperno, Schelp e Amanda Klein, irão continuar defendo este partido para f…', 'RT : Com essa ação do PT contra a Jovem Pan; Guga, Piperno, Schelp e Amanda Klein, irão continuar defendo este partido para f…']",0.5128704905509949
400,32,400_wl_manufacturing_deixem_utilidade,"['wl', 'manufacturing', 'deixem', 'utilidade', 'tomou', 'assiste', 'coloquem', 'costume', 'corretíssimo', 'perfeito']","['RT : coloquem no lugar do ,deixem …', 'WL manufacturing', 'RT : está perfeito sua análise,corretíssimo! Como de costume ! Agora irmão querer…']",0.7765478473156691
401,32,401_miss_venezuela_galera_pânico,"['miss', 'venezuela', 'galera', 'pânico', 'chamou', 'dela', 'cara', 'na', 'do', 'de']","['RT : A galera do Pânico chamou a Amanda Klein de Miss Venezuela na cara dela.', 'RT : A galera do Pânico chamou a Amanda Klein de Miss Venezuela na cara dela.', 'RT : A galera do Pânico chamou a Amanda Klein de Miss Venezuela na cara dela.']",0.501421332359314
402,32,402_agradecimento_especial_estadão_cnn,"['agradecimento', 'especial', 'estadão', 'cnn', 'aos', 'uol', 'folha', 'globo', 'mônica', 'bergamo']","['RT : Um agradecimento aos jornalistas da Globo, Folha, Estadão, UOL, CNN e em especial a Vera Magalhães, Mônica Bergamo, A…', 'RT : Um agradecimento aos jornalistas da Globo, Folha, Estadão, UOL, CNN e em especial a Vera Magalhães, Mônica Bergamo, A…', 'RT : Um agradecimento aos jornalistas da Globo, Folha, Estadão, UOL, CNN e em especial a Vera Magalhães, Mônica Bergamo, A…']",0.7388883829116821
403,32,403_veementemente_arranjar_negou_erros,"['veementemente', 'arranjar', 'negou', 'erros', 'desculpa', 'dormir', 'tentando', 'pesquisas', 'todos', 'das']","['RT : Amanda Klein não vai dormir hoje tentando arranjar uma desculpa para os “erros” das pesquisas que ela negou veementemente todos…', 'RT : Amanda Klein não vai dormir hoje tentando arranjar uma desculpa para os “erros” das pesquisas que ela negou veementemente todos…', 'RT : Amanda Klein não vai dormir hoje tentando arranjar uma desculpa para os “erros” das pesquisas que ela negou veementemente todos…']",0.7729092705994844
404,32,404_antecipadamente_casagrande_agradeço_bérgamo,"['antecipadamente', 'casagrande', 'agradeço', 'bérgamo', 'anita', 'monica', 'desde', 'já', 'família', 'miriam']","['RT : Desde já, antecipadamente agradeço à Anita, Amanda Klein, Miriam Leitão, Monica Bérgamo, Família Noblat, Casagrande, T…', 'RT : Desde já, antecipadamente agradeço à Anita, Amanda Klein, Miriam Leitão, Monica Bérgamo, Família Noblat, Casagrande, T…', 'RT : Desde já, antecipadamente agradeço à Anita, Amanda Klein, Miriam Leitão, Monica Bérgamo, Família Noblat, Casagrande, T…']",0.7622630596160889
405,32,405_criminosa_militância_outras_vasconcelos,"['criminosa', 'militância', 'outras', 'vasconcelos', 'renata', 'esquerda', 'miriam', 'leitão', 'da', 'para']","['RT : Para Amanda Klein, Miriam Leitão, Renata Vasconcelos e outras P. da militância da esquerda criminosa.', 'RT : Para Amanda Klein, Miriam Leitão, Renata Vasconcelos e outras P. da militância da esquerda criminosa.', 'RT : Para Amanda Klein, Miriam Leitão, Renata Vasconcelos e outras P. da militância da esquerda criminosa.']",0.6589429378509521
406,32,406_defendo_partido_irão_continuar,"['defendo', 'partido', 'irão', 'continuar', 'ação', 'este', 'schelp', 'pt', 'contra', 'essa']","['RT : Com essa ação do PT contra a Jovem Pan; Guga, Piperno, Schelp e Amanda Klein, irão continuar defendo este partido para f…', 'RT : Com essa ação do PT contra a Jovem Pan; Guga, Piperno, Schelp e Amanda Klein, irão continuar defendo este partido para f…', 'RT : Com essa ação do PT contra a Jovem Pan; Guga, Piperno, Schelp e Amanda Klein, irão continuar defendo este partido para f…']",0.5128704905509949
407,32,407_estrago_apanhou_consertar_tanto,"['estrago', 'apanhou', 'consertar', 'tanto', 'pânico', 'chamou', 'jp', 'pra', 'cores', 'passando']","['RT : Apanhou tanto que a JP chamou no Pânico pra consertar o estrago...Ver a Amanda Klein passando vergonha ao vivo e a cores…', 'RT : Apanhou tanto que a JP chamou no Pânico pra consertar o estrago...Ver a Amanda Klein passando vergonha ao vivo e a cores…', 'RT : Apanhou tanto que a JP chamou no Pânico pra consertar o estrago...Ver a Amanda Klein passando vergonha ao vivo e a cores…']",0.8863704539835453
408,31,408_passa_vez_esquerda_mais,"['passa', 'vez', 'esquerda', 'mais', 'infraestrutura', 'mortifia', 'idênticas', 'calculista', 'aversão', 'monstro']","['RT : Mais uma vez a esquerda passa vergonha com AMANDA KLEIN!', 'RT : Mais uma vez a esquerda passa vergonha com AMANDA KLEIN!', 'RT : Mais uma vez a esquerda passa vergonha com AMANDA KLEIN!']",0.7908053148177362
409,31,409_edição_filipe_pe_pingos,"['edição', 'filipe', 'pe', 'pingos', 'is', 'deveria', 'especial', 'nos', 'fazer', 'schelp']","['RT : A deveria fazer uma edição ""especial"" do Pingos nos Is com o Schelp, Piperno, Guga Noblat, Filipe Pe…', 'RT : A deveria fazer uma edição ""especial"" do Pingos nos Is com o Schelp, Piperno, Guga Noblat, Filipe Pe…', 'RT : A deveria fazer uma edição ""especial"" do Pingos nos Is com o Schelp, Piperno, Guga Noblat, Filipe Pe…']",0.6616763664830115
410,31,410_solidariza_método_leia_misógino,"['solidariza', 'método', 'leia', 'misógino', 'aqui', 'novo', 'ataque', 'após', 'vera', 'magalhães']","['RT : 🤮 Vera Magalhães se solidariza com Amanda Klein após novo ataque misógino de Bolsonaro: ""É método"" Leia aqui:', 'RT : 🤮 Vera Magalhães se solidariza com Amanda Klein após novo ataque misógino de Bolsonaro: ""É método"" Leia aqui:', 'RT : 🤮 Vera Magalhães se solidariza com Amanda Klein após novo ataque misógino de Bolsonaro: ""É método"" Leia aqui:']",0.5940965356365326
411,31,411_vencedor_eleição_nessa_bolsonarismo,"['vencedor', 'eleição', 'nessa', 'bolsonarismo', 'grande', 'jornal', 'manhã', 'foi', 'no', 'da']","['RT : “O bolsonarismo foi o grande vencedor nessa eleição.” - Amanda Klein, no Jornal da Manhã da Jovem Pan.', 'RT : “O bolsonarismo foi o grande vencedor nessa eleição.” - Amanda Klein, no Jornal da Manhã da Jovem Pan.', 'RT : “O bolsonarismo foi o grande vencedor nessa eleição.” - Amanda Klein, no Jornal da Manhã da Jovem Pan.']",0.6951623558998108
412,31,412_vencedor_eleição_nessa_bolsonarismo,"['vencedor', 'eleição', 'nessa', 'bolsonarismo', 'grande', 'jornal', 'manhã', 'foi', 'no', 'da']","['RT : “O bolsonarismo foi o grande vencedor nessa eleição.” - Amanda Klein, no Jornal da Manhã da Jovem Pan.', 'RT : “O bolsonarismo foi o grande vencedor nessa eleição.” - Amanda Klein, no Jornal da Manhã da Jovem Pan.', 'RT : “O bolsonarismo foi o grande vencedor nessa eleição.” - Amanda Klein, no Jornal da Manhã da Jovem Pan.']",0.6951623558998108
413,31,413_fez_atenção_oposição_público,"['fez', 'atenção', 'oposição', 'público', 'debate', 'pergunta', 'presidente', 'no', 'não', 'para']","['RT : Atenção: Amanda Klein fez a pergunta que a oposição não fez no debate e para o público da Jovem Pan. O presidente não g…', 'RT : Atenção: Amanda Klein fez a pergunta que a oposição não fez no debate e para o público da Jovem Pan. O presidente não g…', 'RT : Atenção: Amanda Klein fez a pergunta que a oposição não fez no debate e para o público da Jovem Pan. O presidente não g…']",0.7489371299743652
414,31,414_desqualifica_falcatruas_tática_usa,"['desqualifica', 'falcatruas', 'tática', 'usa', 'suas', 'velha', 'for', 'quando', 'sempre', 'mulher']","['RT : Bolsonaro usa a velha tática de sempre quando não tem como explicar suas falcatruas. Ataca, desqualifica. Pra ele se for mulher…', 'RT : Bolsonaro usa a velha tática de sempre quando não tem como explicar suas falcatruas. Ataca, desqualifica. Pra ele se for mulher…', 'RT : Bolsonaro usa a velha tática de sempre quando não tem como explicar suas falcatruas. Ataca, desqualifica. Pra ele se for mulher…']",0.8870968818664551
415,31,415_queri_comprados_qual_recursos,"['queri', 'comprados', 'qual', 'recursos', 'dos', 'brasil', '51', 'origem', 'tantos', 'imóveis']","['RT : Qual a origem dos recursos dos 51 imóveis comprados em DINHEIRO VIVO, Bolsonaro? Amanda Klein fez a pergunta que o Brasil queri…', 'RT : Qual a origem dos recursos dos 51 imóveis comprados em DINHEIRO VIVO, Bolsonaro? Amanda Klein fez a pergunta que o Brasil queri…', 'RT : Qual a origem dos recursos dos 51 imóveis comprados em DINHEIRO VIVO, Bolsonaro? Amanda Klein fez a pergunta que o Brasil queri…']",0.8323981742705068
416,31,416_colocando_devido_lugar_nunes,"['colocando', 'devido', 'lugar', 'nunes', 'augusto', 'seu', 'quinta', 'braço', 'chave', 'saias']","['RT : Augusto Nunes colocando a Amanda Klein no seu devido lugar.', 'RT : Augusto Nunes colocando a Amanda Klein no seu devido lugar.', 'RT : Augusto Nunes colocando a Amanda Klein no seu devido lugar.']",0.5753421668083437
417,31,417_perguntou_pouco_há_saber,"['perguntou', 'pouco', 'há', 'saber', 'durante', 'quer', 'orig', 'agora', 'brasil', 'só']","['RT : Durante sabatina da Jovem Pan agora há pouco, a jornalista Amanda Klein só perguntou o que o Brasil quer saber: a orig…', 'RT : Durante sabatina da Jovem Pan agora há pouco, a jornalista Amanda Klein só perguntou o que o Brasil quer saber: a orig…', 'RT : Durante sabatina da Jovem Pan agora há pouco, a jornalista Amanda Klein só perguntou o que o Brasil quer saber: a orig…']",0.8364831209182739
418,31,418_vencedor_eleição_nessa_bolsonarismo,"['vencedor', 'eleição', 'nessa', 'bolsonarismo', 'grande', 'jornal', 'manhã', 'foi', 'no', 'da']","['RT : “O bolsonarismo foi o grande vencedor nessa eleição.” - Amanda Klein, no Jornal da Manhã da Jovem Pan.', 'RT : “O bolsonarismo foi o grande vencedor nessa eleição.” - Amanda Klein, no Jornal da Manhã da Jovem Pan.', 'RT : “O bolsonarismo foi o grande vencedor nessa eleição.” - Amanda Klein, no Jornal da Manhã da Jovem Pan.']",0.6951623558998108
419,31,419_co_covardemente_recursos_questionado,"['co', 'covardemente', 'recursos', 'questionado', 'origem', 'ataca', 'dos', 'sobre', 'por', 'ser']","['RT : 💰Bolsonaro covardemente ataca Amanda Klein: Ao ser questionado por Amanda Klein sobre a origem dos recursos para a co…', 'RT : 💰Bolsonaro covardemente ataca Amanda Klein: Ao ser questionado por Amanda Klein sobre a origem dos recursos para a co…', 'RT : 💰Bolsonaro covardemente ataca Amanda Klein: Ao ser questionado por Amanda Klein sobre a origem dos recursos para a co…']",0.7717199921607971
420,31,420_ideológico_perfil_espaço_veículo,"['ideológico', 'perfil', 'espaço', 'veículo', 'questão', 'algum', 'imprensa', 'sei', 'dá', 'ainda']","['RT : Não sei como algum veículo de imprensa ainda dá espaço à AMANDA KLEIN. A questão não é o perfil ideológico dela, é a…', 'RT : Não sei como algum veículo de imprensa ainda dá espaço à AMANDA KLEIN. A questão não é o perfil ideológico dela, é a…', 'RT : Não sei como algum veículo de imprensa ainda dá espaço à AMANDA KLEIN. A questão não é o perfil ideológico dela, é a…']",0.51864097579833
421,31,421_vencedor_eleição_nessa_bolsonarismo,"['vencedor', 'eleição', 'nessa', 'bolsonarismo', 'grande', 'jornal', 'manhã', 'foi', 'no', 'da']","['RT : “O bolsonarismo foi o grande vencedor nessa eleição.” - Amanda Klein, no Jornal da Manhã da Jovem Pan.', 'RT : “O bolsonarismo foi o grande vencedor nessa eleição.” - Amanda Klein, no Jornal da Manhã da Jovem Pan.', 'RT : “O bolsonarismo foi o grande vencedor nessa eleição.” - Amanda Klein, no Jornal da Manhã da Jovem Pan.']",0.6951623558998108
422,31,422_assumido_usur_explica_comunista,"['assumido', 'usur', 'explica', 'comunista', 'porque', 'cansa', 'passar', 'rebelo', 'aldo', 'usurpou']","['RT : A Amanda klein não cansa de passar vergonha! Aldo Rebelo, comunista assumido, explica para a Amanda porque Bolsonaro não “usur…', 'RT : A Amanda klein não cansa de passar vergonha! Aldo Rebelo, comunista assumido, explica para a Amanda porque Bolsonaro não “usur…', 'RT : A Amanda klein não cansa de passar vergonha! Aldo Rebelo, comunista assumido, explica para a Amanda porque Bolsonaro não “usur…']",0.8363132053805936
423,31,423_criminosa_militância_outras_vasconcelos,"['criminosa', 'militância', 'outras', 'vasconcelos', 'renata', 'esquerda', 'miriam', 'leitão', 'da', 'para']","['RT : Para Amanda Klein, Miriam Leitão, Renata Vasconcelos e outras P. da militância da esquerda criminosa.', 'RT : Para Amanda Klein, Miriam Leitão, Renata Vasconcelos e outras P. da militância da esquerda criminosa.', 'RT : Para Amanda Klein, Miriam Leitão, Renata Vasconcelos e outras P. da militância da esquerda criminosa.']",0.6589429378509521
424,31,424_criminosa_militância_outras_vasconcelos,"['criminosa', 'militância', 'outras', 'vasconcelos', 'renata', 'esquerda', 'miriam', 'leitão', 'da', 'para']","['RT : Para Amanda Klein, Miriam Leitão, Renata Vasconcelos e outras P. da militância da esquerda criminosa.', 'RT : Para Amanda Klein, Miriam Leitão, Renata Vasconcelos e outras P. da militância da esquerda criminosa.', 'RT : Para Amanda Klein, Miriam Leitão, Renata Vasconcelos e outras P. da militância da esquerda criminosa.']",0.6589429378509521
425,30,425_detonada_bolsonarotemrazao_gostou_parece,"['detonada', 'bolsonarotemrazao', 'gostou', 'parece', 'por', 'ser', 'ao', 'na', 'vivo', 'pan']","['RT : Parece que Amanda Klein não gostou de ser detonada ao vivo por Bolsonaro na Jovem Pan. #BolsonaroTemRazao', 'RT : Parece que Amanda Klein não gostou de ser detonada ao vivo por Bolsonaro na Jovem Pan. #BolsonaroTemRazao', 'RT : Parece que Amanda Klein não gostou de ser detonada ao vivo por Bolsonaro na Jovem Pan. #BolsonaroTemRazao']",0.5834522326787313
426,30,426_enquete_politica_deixar_amigos,"['enquete', 'politica', 'deixar', 'amigos', 'claro', 'esta', 'nada', 'opinião', 'aqui', 'colocar']","['RT : Não tem nada a ver com politica esta enquete aqui! Só pra deixar muito claro! Amigos, o que a opinião da Amanda Klein…', 'RT : Não tem nada a ver com politica esta enquete aqui! Só pra deixar muito claro! Amigos, o que a opinião da Amanda Klein…', 'RT : Não tem nada a ver com politica esta enquete aqui! Só pra deixar muito claro! Amigos, o que a opinião da Amanda Klein…']",0.7378271301587422
427,30,427_mico_emparedada_sabonetada_básica,"['mico', 'emparedada', 'sabonetada', 'básica', 'aquela', 'boa', 'esquerdista', 'pânico', 'deu', 'como']","['RT : MICO! Amanda Klein foi emparedada no Pânico, mas como boa esquerdista, deu aquela sabonetada básica.', 'RT : MICO! Amanda Klein foi emparedada no Pânico, mas como boa esquerdista, deu aquela sabonetada básica.', 'RT : MICO! Amanda Klein foi emparedada no Pânico, mas como boa esquerdista, deu aquela sabonetada básica.']",0.3660116195678711
428,30,428_co_covardemente_recursos_questionado,"['co', 'covardemente', 'recursos', 'questionado', 'origem', 'ataca', 'dos', 'sobre', 'por', 'shots']","['RT : 💰Bolsonaro covardemente ataca Amanda Klein: Ao ser questionado por Amanda Klein sobre a origem dos recursos para a co…', 'RT : 💰Bolsonaro covardemente ataca Amanda Klein: Ao ser questionado por Amanda Klein sobre a origem dos recursos para a co…', 'RT : 💰Bolsonaro covardemente ataca Amanda Klein: Ao ser questionado por Amanda Klein sobre a origem dos recursos para a co…']",0.7749793966611226
429,30,429_maria_invertida_toma_zé,"['maria', 'invertida', 'toma', 'zé', 'graem', 'muda', 'tomar', 'ficou', 'cristina', 'do']","['RT : Amanda Klein toma invertida do Zé Maria', 'RT : Amanda Klein toma invertida do Zé Maria', 'RT : Amanda Klein toma invertida do Zé Maria']",0.8454943001270294
430,30,430_jantava_refeição_saudades_leve,"['jantava', 'refeição', 'saudades', 'leve', 'tabata', 'tempos', 'ama', 'ricardo', 'salles', 'jantou']","['RT : Com saudades dos tempos em que jantava Amanda Klein toda manhã, Ricardo Salles fez uma refeição leve hoje. Jantou a Tabata Ama…', 'RT : Com saudades dos tempos em que jantava Amanda Klein toda manhã, Ricardo Salles fez uma refeição leve hoje. Jantou a Tabata Ama…', 'RT : Com saudades dos tempos em que jantava Amanda Klein toda manhã, Ricardo Salles fez uma refeição leve hoje. Jantou a Tabata Ama…']",0.4353225529193878
431,30,431_antecipadamente_casagrande_agradeço_bérgamo,"['antecipadamente', 'casagrande', 'agradeço', 'bérgamo', 'anita', 'monica', 'desde', 'já', 'família', 'miriam']","['RT : Desde já, antecipadamente agradeço à Anita, Amanda Klein, Miriam Leitão, Monica Bérgamo, Família Noblat, Casagrande, T…', 'RT : Desde já, antecipadamente agradeço à Anita, Amanda Klein, Miriam Leitão, Monica Bérgamo, Família Noblat, Casagrande, T…', 'RT : Desde já, antecipadamente agradeço à Anita, Amanda Klein, Miriam Leitão, Monica Bérgamo, Família Noblat, Casagrande, T…']",0.7622630596160889
432,30,432_co_covardemente_recursos_questionado,"['co', 'covardemente', 'recursos', 'questionado', 'origem', 'ataca', 'dos', 'sobre', 'por', 'ser']","['RT : 💰Bolsonaro covardemente ataca Amanda Klein: Ao ser questionado por Amanda Klein sobre a origem dos recursos para a co…', 'RT : 💰Bolsonaro covardemente ataca Amanda Klein: Ao ser questionado por Amanda Klein sobre a origem dos recursos para a co…', 'RT : 💰Bolsonaro covardemente ataca Amanda Klein: Ao ser questionado por Amanda Klein sobre a origem dos recursos para a co…']",0.7717199921607971
433,30,433_vencedor_eleição_nessa_bolsonarismo,"['vencedor', 'eleição', 'nessa', 'bolsonarismo', 'grande', 'jornal', 'manhã', 'foi', 'no', 'da']","['RT : “O bolsonarismo foi o grande vencedor nessa eleição.” - Amanda Klein, no Jornal da Manhã da Jovem Pan.', 'RT : “O bolsonarismo foi o grande vencedor nessa eleição.” - Amanda Klein, no Jornal da Manhã da Jovem Pan.', 'RT : “O bolsonarismo foi o grande vencedor nessa eleição.” - Amanda Klein, no Jornal da Manhã da Jovem Pan.']",0.6951623558998108
434,29,434_klan_plena_tts_infiltrada,"['klan', 'plena', 'tts', 'infiltrada', 'antro', 'acontecem', 'bahia', 'trending', 'passapanistas', 'acostumada']","['Jornalista Amanda Klein agora de manhã na Jovem Klan', 'Jornalista Amanda Klein agora de manhã na Jovem Klan', 'Jovem Pan Jovem Klan Amanda Klein']",0.7052468523896974
435,29,435_véio_prete_aplausos_palhaço,"['véio', 'prete', 'aplausos', 'palhaço', 'flopou', 'video', 'maju', 'br', 'quaest', 'completo']","['RT : O véio quis tirar os aplausos do palhaço kkk video completo aqui kkkkk Renata Lo Prete Flopou Presidente Quaest Maju #Br…', 'RT : O véio quis tirar os aplausos do palhaço kkk video completo aqui kkkkk Renata Lo Prete Flopou Presidente Quaest Maju #Br…', 'RT : O véio quis tirar os aplausos do palhaço kkk video completo aqui kkkkk Renata Lo Prete Flopou Presidente Quaest Maju #Br…']",0.8357619047164917
436,29,436_incômoda_confrontado_basta_chiliquento,"['incômoda', 'confrontado', 'basta', 'chiliquento', 'vítima', 'hoje', 'uma', 'mais', 'pergunta', 'correspondida']","['RT : Amanda Klein foi mais uma vítima hoje do presidente chiliquento. Basta ser confrontado com uma pergunta incômoda, que…', 'RT : Amanda Klein foi mais uma vítima hoje do presidente chiliquento. Basta ser confrontado com uma pergunta incômoda, que…', 'RT : Amanda Klein foi mais uma vítima hoje do presidente chiliquento. Basta ser confrontado com uma pergunta incômoda, que…']",0.8926691371819069
437,29,437_defendo_partido_irão_continuar,"['defendo', 'partido', 'irão', 'continuar', 'ação', 'este', 'schelp', 'pt', 'contra', 'essa']","['RT : Com essa ação do PT contra a Jovem Pan; Guga, Piperno, Schelp e Amanda Klein, irão continuar defendo este partido para f…', 'RT : Com essa ação do PT contra a Jovem Pan; Guga, Piperno, Schelp e Amanda Klein, irão continuar defendo este partido para f…', 'RT : Com essa ação do PT contra a Jovem Pan; Guga, Piperno, Schelp e Amanda Klein, irão continuar defendo este partido para f…']",0.5128704905509949
438,29,438_jogado_propósito_salário_recebe,"['jogado', 'propósito', 'salário', 'recebe', 'jp', 'fora', 'ou', 'dinheiro', 'corrente', 'moeda']","['RT : Amanda Klein recebe o salário da JP em moeda corrente ou dinheiro vivo? A propósito, que dinheiro jogado fora JP.', 'RT : Amanda Klein recebe o salário da JP em moeda corrente ou dinheiro vivo? A propósito, que dinheiro jogado fora JP.', 'RT : Amanda Klein recebe o salário da JP em moeda corrente ou dinheiro vivo? A propósito, que dinheiro jogado fora JP.']",0.5709599852561951
439,29,439_comemoram_presidentes_independência_brasileiros,"['comemoram', 'presidentes', 'independência', 'brasileiros', 'segundo', 'todos', 'brasil', 'pode', 'dia', 'mas']","['RT : Todos os presidentes brasileiros comemoram o dia da independência do Brasil. Mas o Bolsonaro não pode segundo a Amanda Klein e o…', 'RT : Todos os presidentes brasileiros comemoram o dia da independência do Brasil. Mas o Bolsonaro não pode segundo a Amanda Klein e o…', 'RT : Todos os presidentes brasileiros comemoram o dia da independência do Brasil. Mas o Bolsonaro não pode segundo a Amanda Klein e o…']",0.6244468688964844
